"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data","seed","prev_rate"
"Valenciennea longipinnis",0,"BAR",0,3.125,"BAR_LAG","terinter","pres/abs","seed_02","prev_0"
"Zebrasoma velifer",0,"BAR",0,3.125,"BAR_LAG","terinter","pres/abs","seed_02","prev_0"
"Abalistes stellatus",0.667,"LAG",1,15.625,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Acreichthys tomentosus",0.571,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Aetobatus narinari",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Amblygobius sphynx",0,"LAG",1,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Aprion virescens",0.571,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Arothron stellatus",0.083,"LAG",1,12.5,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Atule mate",5.37,"BAY",1,43.75,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Canthigaster bennetti",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Carangoides dinema",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Carangoides fulvoguttatus",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Caranx ignobilis",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Carcharhinus leucas",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Coris caudimacula",0,"LAG",1,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Coris dorsomacula",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Decapterus macarellus",0,"LAG",1,25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Diagramma pictum",0.5,"BAY",1,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Echeneis naucrates",3.093,"BAY",1,25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Elops hawaiensis",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Epinephelus areolatus",0.667,"BAY",1,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Epinephelus malabaricus",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Galeocerdo cuvier",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Gnathanodon speciosus",0,"BAY",1,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Halichoeres trimaculatus",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Himantura fai",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lagocephalus sceleratus",0.854,"BAY",1,34.375,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Leiognathus fasciatus",0.5,"BAY",1,9.375,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lethrinus genivittatus",1,"LAG",1,75,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lethrinus obsoletus",13.521,"BAY",1,40.625,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lethrinus olivaceus",0,"LAG",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lethrinus rubrioperculatus",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lutjanus lutjanus",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Lutjanus vitta",0,"BAY",1,9.375,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Nemipterus peronii",0,"BAY",0,87.5,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Oplopomus oplopomus",0,"LAG",0,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Oxycheilinus bimaculatus",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Parapercis clathrata",0,"BAY",1,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Parapercis xanthozona",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Parupeneus heptacanthus",0,"BAY",0,12.5,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Pentapodus caninus",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Pentapodus nagasakiensis",2.472,"LAG",1,28.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Pristotis obtusirostris",0,"LAG",0,6.25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Pseudalutarius nasicornis",0,"LAG",0,25,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Pseudocaranx dentex",0,"LAG",0,9.375,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Rhynchobatus Djiddensis",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Scomberomorus commerson",0,"LAG",0,12.5,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Synodus dermatogenys",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Synodus variegatus",0,"LAG",0,40.625,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Taeniura meyeni",0,"LAG",0,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Thalassoma lunare",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Upeneus moluccensis",0,"LAG",0,15.625,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Upeneus sundaicus",0,"LAG",0,18.75,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Upeneus tragula",0,"BAY",0,12.5,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Upeneus vittatus",0,"LAG",0,9.375,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Vanderhorstia ambanoro",0,"BAY",1,3.125,"BAY_LAG","terinter","pres/abs","seed_02","prev_0"
"Abalistes stellatus",0,"INSHORE",0,14.5833333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Acanthurus blochii",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Acanthurus mata",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Acanthurus nigricauda",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Acanthurus olivaceus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Acanthurus xanthopterus",5.259,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Acreichthys tomentosus",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Aetobatus narinari",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Amblyeleotris steinitzi",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Amblygobius phalaena",3.111,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Amblygobius sphynx",0,"INSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Aprion virescens",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Arothron stellatus",0,"INSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Atule mate",4.21,"INSHORE",1,22.9166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Balistoides viridescens",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Bodianus loxozonus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Bodianus perditio",1.481,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Canthigaster valentini",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Carangoides dinema",0,"INSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Carangoides fulvoguttatus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Carangoides plagiotaenia",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Caranx ignobilis",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Carcharhinus leucas",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Centropyge tibicen",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chaetodon auriga",1.519,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chaetodon ephippium",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chaetodon kleinii",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chaetodon melannotus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chaetodon mertensii",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chaetodon plebeius",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Cheilinus chlorourus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Cheilodipterus quinquelineatus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Choerodon graphicus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chromis fumea",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chromis viridis",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Chrysiptera biocellata",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Coris batuensis",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Coris caudimacula",0,"INSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Coris dorsomacula",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Ctenochaetus striatus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Dascyllus aruanus",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Dasyatis kuhlii",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Decapterus macarellus",0,"INSHORE",0,14.5833333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Diagramma pictum",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Echeneis naucrates",0,"INSHORE",0,20.8333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Elops hawaiensis",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Epinephelus areolatus",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Epinephelus howlandi",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Epinephelus maculatus",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Epinephelus malabaricus",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Epinephelus merra",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Galeocerdo cuvier",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Gnathanodon speciosus",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Gymnocranius grandoculis",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Halichoeres chrysus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Halichoeres trimaculatus",29.341,"OFFSHORE",1,29.1666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Hemigymnus melapterus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Himantura fai",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Labroides dimidiatus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lagocephalus sceleratus",1.333,"INSHORE",0,29.1666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Leiognathus fasciatus",0,"INSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lethrinus atkinsoni",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lethrinus genivittatus",0,"INSHORE",0,60.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lethrinus obsoletus",7.912,"INSHORE",1,31.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lethrinus olivaceus",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lethrinus rubrioperculatus",17.626,"OFFSHORE",1,29.1666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lethrinus variegatus",6.278,"OFFSHORE",0,22.9166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Lutjanus vitta",0,"INSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Macropharyngodon negrosensis",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Mulloidichthys flavolineatus",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Naso annulatus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Naso brevirostris",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Nebrius ferrugineus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Nemipterus peronii",15.608,"INSHORE",1,60.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Oplopomus oplopomus",0,"INSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Oxycheilinus bimaculatus",7.556,"OFFSHORE",0,25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Oxycheilinus nigromarginatus",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Oxycheilinus unifasciatus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parapercis australis",11.022,"OFFSHORE",0,22.9166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parapercis clathrata",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parapercis hexophtalma",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parapercis xanthozona",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus barberinoides",7.889,"OFFSHORE",0,22.9166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus barberinus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus cyclostomus",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus heptacanthus",0,"INSHORE",0,12.5,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus multifasciatus",0,"OFFSHORE",0,18.75,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus pleurostigma",30.313,"OFFSHORE",1,27.0833333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Parupeneus spilurus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pentapodus caninus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pentapodus nagasakiensis",-0.222,"OFFSHORE",0,39.5833333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Plagiotremus rhinorhynchos",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Plagiotremus tapeinosoma",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Plectropomus leopardus",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pomacanthus imperator",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pomacentrus coelestis",0,"OFFSHORE",0,12.5,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pomacentrus moluccensis",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pomacentrus nagasakiensis",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pristotis obtusirostris",0,"INSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pseudalutarius nasicornis",1.608,"INSHORE",1,20.8333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pseudobalistes flavimarginatus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pseudocaranx dentex",0,"INSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pseudojuloides cerasinus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Ptereleotris microlepis",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Pterocaesio trilineata",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Rhinecanthus aculeatus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Rhynchobatus Djiddensis",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scarus chameleon",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scarus ghobban",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scarus longipinnis",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scarus psittacus",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scarus schlegeli",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scolopsis lineata",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scomberoides tol",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Scomberomorus commerson",0,"INSHORE",0,18.75,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Siganus doliatus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Siganus punctatus",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Stegastes nigricans",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Stethojulis interrupta",0,"OFFSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Stethojulis strigiventer",0,"OFFSHORE",0,4.16666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Sufflamen chrysopterum",0,"OFFSHORE",0,12.5,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Sufflamen fraenatum",0,"OFFSHORE",0,6.25,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Synodus dermatogenys",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Synodus variegatus",2.56,"INSHORE",1,22.9166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Taeniura meyeni",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Thalassoma lunare",0,"OFFSHORE",0,22.9166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Upeneus moluccensis",0,"INSHORE",0,12.5,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Upeneus sundaicus",0,"INSHORE",0,20.8333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Upeneus tragula",0,"INSHORE",0,10.4166666666667,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Upeneus vittatus",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Valenciennea longipinnis",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Vanderhorstia ambanoro",0,"INSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Zebrasoma velifer",0,"OFFSHORE",0,2.08333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","seed_02","prev_0"
"Abalistes stellatus",2.265,"BAR",1,12.5,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Acanthurus blochii",1.319,"BAR",1,9.375,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Acanthurus mata",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Acanthurus nigricauda",0.75,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Acanthurus olivaceus",0,"BAR",1,6.25,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Acanthurus xanthopterus",2.275,"BAR",1,9.375,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Amblyeleotris steinitzi",0.75,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Amblygobius phalaena",3.053,"BAR",1,15.625,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Aprion virescens",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Atule mate",17.391,"BAY",1,28.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Balistoides viridescens",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Bodianus loxozonus",0.75,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Bodianus perditio",0.688,"BAR",1,6.25,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Canthigaster bennetti",1.25,"BAY",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Canthigaster valentini",2.279,"BAR",1,9.375,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Carangoides dinema",1.722,"BAY",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Carangoides fulvoguttatus",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Caranx ignobilis",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Centropyge tibicen",1.008,"BAR",1,9.375,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Chaetodon auriga",0.946,"BAR",1,15.625,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Chaetodon ephippium",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Chaetodon kleinii",0.946,"BAR",1,15.625,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Chaetodon melannotus",0,"BAR",1,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Chaetodon mertensii",0,"BAR",0,9.375,"BAR_BAY","terinter","maxN","seed_02","prev_0"
"Chaetodon plebeius",0,"BAR",0,3.125,"BAR_BAY","terinter","maxN","seed_02","prev_0"
